Technology,Age,CustomerSince,SupportCallsLastYear,AverageBill,ChurnIndicator,churn_label
fiber,75,10/29/14 10:27 AM,0,70,0.004,0
4G,67,1/29/12 9:27 AM,0,66,0.011,0
4G,22,7/29/13 9:27 AM,4,45,0.05,0
4G,31,10/8/15 9:27 AM,1,96,0.001,0
fiber,3,3/5/15 9:27 AM,0,60,0.003,0
4G,1,6/1/12 9:27 AM,0,33,0.02,0
landline,64,1/4/13 9:27 AM,3,26,0.029,0
4G,30,2/24/14 9:27 AM,9,49,0.07,0
4G,46,11/13/14 9:27 AM,9,11,0.187,0
4G,73,7/13/14 9:27 AM,0,14,0.019,0
4G,69,11/26/15 9:27 AM,7,106,0.001,0
4G,7,6/20/12 9:27 AM,0,57,0.012,0
fiber,14,4/23/13 9:27 AM,4,76,0.044,0
phone,16,11/30/10 9:27 AM,2,88,0.022,0
4G,9,2/15/13 9:27 AM,0,18,0.03,0
4G,22,4/16/11 9:27 AM,3,66,0.054,0
fiber,11,8/12/10 9:27 AM,10,91,0.163,0
landline,12,10/21/11 9:27 AM,0,41,0.006,0
4G,33,7/14/15 9:27 AM,0,90,0.001,0
4G,10,10/22/15 9:27 AM,1,95,0.001,0
landline,67,2/24/14 9:27 AM,2,76,0.004,0
fiber,9,5/12/13 9:27 AM,5,64,0.061,0
landline,37,5/7/13 9:27 AM,5,40,0.025,0
landline,57,11/22/15 9:27 AM,0,29,0,0
4G,46,9/8/13 9:27 AM,1,89,0.01,0
phone,13,5/16/14 9:27 AM,4,59,0.017,0
4G,28,12/21/12 9:27 AM,2,96,0.018,0
landline,39,5/16/12 9:27 AM,10,95,0.026,0
landline,26,10/12/14 9:27 AM,1,43,0.003,0
4G,11,1/17/11 9:27 AM,1,77,0.024,0
fiber,77,7/11/13 9:27 AM,2,61,0.03,0
4G,74,5/22/14 9:27 AM,4,97,0.015,0
phone,36,7/18/12 9:27 AM,5,83,0.031,0
landline,44,8/1/13 9:27 AM,0,31,0.005,0
landline,4,2/6/14 9:27 AM,0,26,0.004,0
fiber,69,4/7/11 9:27 AM,1,83,0.029,0
4G,78,6/18/13 9:27 AM,0,58,0.008,0
4G,39,4/29/11 9:27 AM,3,16,0.219,0
landline,14,3/4/13 9:27 AM,0,88,0.002,0
4G,1,1/2/14 9:27 AM,0,84,0.004,0
4G,52,8/31/11 9:27 AM,4,83,0.049,0
landline,26,5/8/13 9:27 AM,1,104,0.003,0
4G,38,9/23/10 9:27 AM,0,87,0.011,0
landline,63,5/24/15 9:27 AM,0,63,0.001,0
landline,16,7/14/14 9:27 AM,0,22,0.004,0
phone,1,1/23/14 9:27 AM,6,100,0.017,0
phone,47,7/25/15 9:27 AM,2,39,0.004,0
4G,3,8/24/15 9:27 AM,0,109,0.001,0
fiber,53,3/18/12 10:27 AM,0,37,0.026,0
4G,42,9/19/13 9:27 AM,0,29,0.015,0
landline,33,10/5/11 9:27 AM,0,45,0.006,0
phone,18,10/14/12 9:27 AM,4,58,0.034,0
4G,51,4/16/13 9:27 AM,1,100,0.01,0
fiber,63,7/20/10 9:27 AM,0,69,0.02,0
phone,63,1/12/12 9:27 AM,8,13,0.343,0
phone,15,10/18/10 9:27 AM,0,33,0.02,0
landline,60,1/31/15 9:27 AM,0,31,0.002,0
fiber,72,12/22/11 9:27 AM,3,39,0.103,0
phone,9,4/18/15 9:27 AM,1,43,0.004,0
phone,79,5/7/13 9:27 AM,0,89,0.004,0
landline,19,1/6/11 9:27 AM,5,68,0.027,0
4G,6,5/30/12 9:27 AM,0,66,0.01,0
phone,21,12/14/13 9:27 AM,0,108,0.002,0
4G,26,7/31/13 9:27 AM,1,71,0.013,0
fiber,52,10/4/10 9:27 AM,1,38,0.069,0
landline,12,4/18/14 9:27 AM,0,35,0.003,0
4G,73,12/14/12 9:27 AM,0,105,0.005,0
landline,46,12/23/12 9:27 AM,1,45,0.008,0
phone,52,8/11/15 9:27 AM,7,81,0.004,0
4G,50,6/13/12 9:27 AM,0,11,0.06,0
fiber,47,4/22/12 9:27 AM,0,97,0.009,0
phone,64,11/25/11 9:27 AM,2,91,0.017,0
landline,18,2/21/12 9:27 AM,0,85,0.003,0
4G,0,4/19/11 9:27 AM,2,18,0.147,0
phone,8,8/17/12 9:27 AM,0,86,0.005,0
landline,8,11/11/11 9:27 AM,1,34,0.015,0
phone,62,12/19/14 9:27 AM,2,87,0.004,0
landline,24,7/19/13 9:27 AM,0,66,0.002,0
4G,22,10/15/11 9:27 AM,4,79,0.05,0
fiber,8,10/22/15 9:27 AM,1,65,0.001,0
4G,28,7/5/15 9:27 AM,0,36,0.002,0
4G,8,11/13/11 9:27 AM,1,58,0.027,0
4G,4,11/17/14 9:27 AM,0,47,0.004,0
4G,54,4/22/15 9:27 AM,8,14,0.079,0
4G,55,10/2/12 9:27 AM,6,62,0.068,0
4G,52,12/24/13 9:27 AM,0,46,0.008,0
4G,56,2/5/11 9:27 AM,1,26,0.071,0
fiber,12,2/2/13 9:27 AM,2,23,0.094,0
fiber,10,2/28/14 9:27 AM,0,21,0.022,0
fiber,45,8/20/14 9:27 AM,7,79,0.034,0
4G,47,1/6/14 9:27 AM,0,60,0.006,0
landline,22,4/26/15 9:27 AM,9,52,0.008,0
landline,28,6/3/12 9:27 AM,1,41,0.011,0
fiber,68,4/12/11 9:27 AM,1,28,0.084,0
landline,54,5/23/13 9:27 AM,0,26,0.006,0
phone,5,1/8/13 9:27 AM,0,22,0.017,0
landline,74,11/3/12 10:27 AM,0,51,0.004,0
4G,48,4/6/14 9:27 AM,2,18,0.053,0
landline,69,3/8/11 9:27 AM,1,74,0.008,0
phone,74,6/12/15 9:27 AM,1,53,0.002,0
landline,30,6/29/14 9:27 AM,8,66,0.013,0
4G,5,4/14/14 9:27 AM,0,53,0.006,0
fiber,63,7/10/12 9:27 AM,1,87,0.02,0
4G,47,10/22/12 9:27 AM,3,35,0.068,0
phone,3,6/29/11 9:27 AM,0,102,0.006,0
phone,51,3/29/12 9:27 AM,4,77,0.03,0
4G,26,7/20/14 9:27 AM,2,91,0.009,0
4G,69,3/6/12 9:27 AM,2,52,0.041,0
fiber,24,3/5/14 9:27 AM,1,79,0.011,0
4G,23,5/3/13 9:27 AM,1,38,0.026,0
4G,38,4/28/14 9:27 AM,4,35,0.044,0
landline,65,9/19/15 9:27 AM,0,20,0.001,0
fiber,73,3/8/13 9:27 AM,1,59,0.024,0
phone,59,8/10/11 9:27 AM,0,75,0.007,0
4G,49,4/21/11 9:27 AM,1,45,0.039,0
4G,66,7/31/14 9:27 AM,0,72,0.004,0
phone,64,6/2/12 9:27 AM,0,23,0.019,0
fiber,10,12/2/15 9:27 AM,0,33,0,0
phone,37,12/9/13 9:27 AM,0,42,0.006,0
landline,51,11/1/14 10:27 AM,0,33,0.002,0
landline,8,2/1/11 9:27 AM,2,50,0.018,0
4G,25,11/23/11 9:27 AM,3,78,0.039,0
phone,26,2/18/15 9:27 AM,0,73,0.001,0
fiber,68,10/10/12 9:27 AM,1,93,0.017,0
fiber,73,10/1/13 9:27 AM,0,41,0.014,0
landline,4,11/6/12 9:27 AM,1,89,0.004,0
fiber,80,3/8/13 9:27 AM,3,58,0.048,0
phone,20,11/26/13 9:27 AM,4,79,0.016,0
4G,52,1/21/12 9:27 AM,4,13,0.284,0
phone,42,10/10/13 9:27 AM,0,48,0.006,0
landline,7,6/11/12 9:27 AM,1,27,0.016,0
landline,5,7/5/12 9:27 AM,6,66,0.023,0
4G,8,9/23/15 9:27 AM,0,89,0,0
4G,14,6/16/12 9:27 AM,2,22,0.09,0
fiber,5,7/9/12 9:27 AM,8,28,0.278,0
fiber,35,11/21/12 9:27 AM,2,25,0.093,0
phone,35,8/27/10 9:27 AM,8,77,0.078,0
landline,55,2/15/14 9:27 AM,3,61,0.008,0
phone,30,3/23/12 10:27 AM,2,57,0.025,0
4G,25,10/21/10 9:27 AM,9,83,0.117,0
phone,71,6/16/15 9:27 AM,0,77,0.001,0
fiber,47,7/22/10 9:27 AM,4,103,0.066,0
4G,47,2/11/15 9:27 AM,9,26,0.061,0
landline,50,7/19/10 9:27 AM,0,21,0.016,0
phone,41,3/27/12 9:27 AM,1,45,0.021,0
4G,44,9/14/14 9:27 AM,0,66,0.004,0
landline,79,8/12/14 9:27 AM,0,73,0.001,0
landline,68,10/17/10 9:27 AM,1,93,0.007,0
4G,29,4/27/13 9:27 AM,0,32,0.016,0
phone,49,7/3/14 9:27 AM,2,88,0.006,0
4G,7,3/10/13 10:27 AM,6,35,0.105,0
landline,75,8/28/14 9:27 AM,1,95,0.002,0
phone,64,9/13/10 9:27 AM,1,21,0.063,0
landline,44,6/12/11 9:27 AM,0,89,0.003,0
4G,5,10/17/12 9:27 AM,2,71,0.025,0
phone,14,9/15/13 9:27 AM,4,106,0.013,0
4G,41,9/24/14 9:27 AM,0,39,0.006,0
phone,66,10/19/13 9:27 AM,4,78,0.017,0
4G,39,4/8/13 9:27 AM,0,54,0.009,0
fiber,47,11/7/10 9:27 AM,0,27,0.048,0
4G,37,4/24/11 9:27 AM,3,103,0.034,0
4G,16,3/12/12 10:27 AM,5,15,0.284,0
phone,7,8/28/15 9:27 AM,8,58,0.006,0
landline,69,3/5/12 9:27 AM,1,33,0.014,0
phone,50,10/18/12 9:27 AM,0,96,0.004,0
phone,32,10/9/12 9:27 AM,9,81,0.05,0
landline,79,1/26/13 9:27 AM,0,109,0.002,0
fiber,39,11/12/14 9:27 AM,0,109,0.003,0
phone,62,6/11/12 9:27 AM,0,47,0.009,0
fiber,9,5/6/14 9:27 AM,0,85,0.005,0
phone,40,7/13/11 9:27 AM,1,37,0.03,0
4G,78,3/13/13 10:27 AM,0,60,0.009,0
landline,76,9/10/15 9:27 AM,0,97,0,0
4G,26,1/21/15 9:27 AM,1,103,0.003,0
phone,11,3/29/11 9:27 AM,0,103,0.006,0
4G,67,1/18/14 9:27 AM,0,54,0.007,0
phone,42,12/29/11 9:27 AM,4,72,0.035,0
phone,41,10/8/14 9:27 AM,1,109,0.003,0
4G,31,12/31/10 9:27 AM,8,25,0.338,0
fiber,32,7/29/13 9:27 AM,1,49,0.024,0
landline,20,4/1/11 9:27 AM,1,22,0.027,0
4G,41,6/11/12 9:27 AM,0,90,0.007,0
4G,54,9/8/14 9:27 AM,0,32,0.007,0
landline,9,4/15/13 9:27 AM,1,103,0.003,0
phone,3,4/2/15 9:27 AM,4,51,0.009,0
4G,25,9/11/13 9:27 AM,0,67,0.006,0
fiber,56,2/28/15 9:27 AM,9,15,0.133,0
4G,7,9/20/13 9:27 AM,0,16,0.026,0
4G,25,12/23/11 9:27 AM,0,17,0.044,0
fiber,55,12/15/12 9:27 AM,4,108,0.035,0
landline,44,7/21/12 9:27 AM,0,44,0.005,0
fiber,59,11/6/15 9:27 AM,0,52,0.001,0
4G,41,3/19/14 10:27 AM,2,26,0.038,0
fiber,59,12/14/10 9:27 AM,0,56,0.023,0
fiber,2,10/7/11 9:27 AM,0,105,0.01,0
phone,17,10/17/11 9:27 AM,2,25,0.063,0
landline,18,7/20/15 9:27 AM,0,60,0,0
fiber,72,7/18/15 9:27 AM,2,33,0.009,0
phone,30,9/4/15 9:27 AM,1,32,0.002,0
phone,16,8/24/14 9:27 AM,2,95,0.005,0
landline,16,11/27/10 9:27 AM,5,22,0.087,0
landline,31,9/22/13 9:27 AM,4,104,0.007,0
phone,48,8/8/12 9:27 AM,1,54,0.016,0
4G,58,1/1/12 9:27 AM,5,93,0.048,0
4G,78,9/15/15 9:27 AM,1,73,0.001,0
fiber,54,11/6/12 9:27 AM,0,74,0.011,0
4G,13,10/9/12 9:27 AM,0,73,0.008,0
4G,47,5/4/13 9:27 AM,6,44,0.079,0
4G,47,8/18/13 9:27 AM,1,63,0.014,0
4G,22,3/25/13 10:27 AM,0,58,0.009,0
landline,24,10/23/12 9:27 AM,8,45,0.04,0
landline,42,9/29/13 9:27 AM,1,18,0.015,0
phone,1,11/19/10 9:27 AM,3,25,0.102,0
phone,35,5/5/14 9:27 AM,1,63,0.006,0
4G,8,10/21/10 9:27 AM,1,68,0.029,0
4G,69,3/10/13 10:27 AM,0,89,0.006,0
4G,58,10/7/15 9:27 AM,1,12,0.006,0
phone,70,5/5/12 9:27 AM,0,24,0.019,0
4G,52,2/18/14 9:27 AM,0,63,0.005,0
4G,46,8/16/12 9:27 AM,2,53,0.036,0
4G,39,5/27/11 9:27 AM,1,16,0.108,0
phone,47,2/8/15 9:27 AM,0,81,0.001,0
phone,57,5/21/13 9:27 AM,0,30,0.011,0
fiber,72,2/7/15 9:27 AM,0,101,0.002,0
4G,16,9/15/14 9:27 AM,0,77,0.003,0
fiber,45,2/16/15 9:27 AM,0,97,0.002,0
phone,22,12/30/11 9:27 AM,0,103,0.005,0
phone,50,8/16/15 9:27 AM,0,82,0.001,0
landline,27,8/18/11 9:27 AM,4,55,0.025,0
4G,29,12/13/14 9:27 AM,0,109,0.002,0
landline,47,5/10/14 9:27 AM,2,39,0.008,0
fiber,59,12/16/13 9:27 AM,0,92,0.005,0
4G,41,2/6/12 9:27 AM,1,71,0.021,0
fiber,68,9/11/13 9:27 AM,7,38,0.12,0
landline,14,6/23/14 9:27 AM,1,88,0.002,0
fiber,12,2/22/11 9:27 AM,6,105,0.081,0
phone,60,10/30/12 10:27 AM,0,72,0.005,0
fiber,34,10/19/15 9:27 AM,0,16,0.002,0
phone,56,12/27/10 9:27 AM,2,62,0.03,0
4G,13,6/9/15 9:27 AM,4,80,0.006,0
phone,66,11/23/11 9:27 AM,2,109,0.014,0
4G,18,1/12/12 9:27 AM,1,56,0.027,0
phone,55,3/22/12 10:27 AM,0,54,0.009,0
landline,66,11/30/13 9:27 AM,0,102,0.001,0
4G,26,3/7/11 9:27 AM,2,11,0.246,0
4G,57,9/6/11 9:27 AM,7,24,0.27,0
landline,66,8/16/12 9:27 AM,1,79,0.005,0
fiber,42,5/2/11 9:27 AM,3,31,0.15,0
phone,32,12/4/14 9:27 AM,0,81,0.002,0
phone,56,6/23/15 9:27 AM,0,23,0.003,0
4G,21,12/14/13 9:27 AM,1,20,0.038,0
4G,59,3/13/13 10:27 AM,1,46,0.023,0
4G,78,11/23/11 9:27 AM,0,10,0.077,0
phone,14,7/25/11 9:27 AM,1,18,0.062,0
phone,60,9/6/13 9:27 AM,2,103,0.008,0
landline,61,2/17/12 9:27 AM,0,67,0.004,0
landline,2,10/8/12 9:27 AM,0,33,0.006,0
fiber,11,10/12/11 9:27 AM,4,27,0.195,0
landline,23,7/1/14 9:27 AM,0,69,0.001,0
phone,74,10/6/12 9:27 AM,4,100,0.02,0
phone,58,2/23/14 9:27 AM,0,68,0.003,0
4G,16,6/29/13 9:27 AM,3,81,0.023,0
fiber,80,6/25/13 9:27 AM,0,64,0.01,0
phone,60,3/16/15 10:27 AM,0,80,0.001,0
phone,34,3/19/15 10:27 AM,2,51,0.005,0
phone,8,1/14/12 9:27 AM,0,23,0.021,0
phone,34,11/10/12 9:27 AM,1,93,0.008,0
fiber,12,9/17/15 9:27 AM,0,90,0.001,0
landline,52,1/13/14 9:27 AM,0,28,0.004,0
4G,77,5/14/11 9:27 AM,0,85,0.01,0
landline,50,11/17/10 9:27 AM,1,89,0.007,0
phone,33,9/23/15 9:27 AM,4,68,0.002,0
phone,31,10/30/12 10:27 AM,1,23,0.034,0
4G,67,12/2/15 9:27 AM,0,61,0,0
phone,41,8/21/15 9:27 AM,0,94,0,0
fiber,72,11/30/13 9:27 AM,1,62,0.017,0
phone,46,4/15/11 9:27 AM,3,61,0.039,0
phone,10,10/4/15 9:27 AM,1,60,0.001,0
fiber,5,1/24/15 9:27 AM,1,13,0.034,0
phone,38,7/16/12 9:27 AM,0,86,0.005,0
phone,4,9/10/15 9:27 AM,1,25,0.003,0
landline,41,7/23/10 9:27 AM,5,95,0.022,0
4G,57,8/8/14 9:27 AM,1,24,0.021,0
phone,79,2/14/13 9:27 AM,2,50,0.021,0
landline,38,12/30/14 9:27 AM,1,108,0.001,0
4G,29,2/5/14 9:27 AM,0,14,0.025,0
4G,11,2/20/14 9:27 AM,0,90,0.004,0
4G,47,9/21/14 9:27 AM,4,110,0.011,0
fiber,58,4/10/12 9:27 AM,0,60,0.015,0
landline,68,8/15/12 9:27 AM,0,91,0.002,0
phone,54,6/8/13 9:27 AM,2,12,0.079,0
4G,27,11/27/13 9:27 AM,0,26,0.015,0
landline,56,11/26/14 9:27 AM,0,19,0.003,0
fiber,65,2/18/13 9:27 AM,0,97,0.007,0
4G,59,5/6/11 9:27 AM,2,102,0.026,0
phone,17,11/29/14 9:27 AM,0,108,0.001,0
phone,0,3/19/14 10:27 AM,1,43,0.01,0
fiber,69,10/3/13 9:27 AM,1,90,0.012,0
fiber,58,1/2/13 9:27 AM,1,37,0.04,0
4G,62,12/29/14 9:27 AM,0,100,0.002,0
4G,20,10/13/14 9:27 AM,0,101,0.002,0
phone,37,1/8/15 9:27 AM,0,11,0.011,0
4G,57,1/16/13 9:27 AM,0,79,0.007,0
fiber,47,5/21/14 9:27 AM,0,100,0.004,0
fiber,15,10/17/11 9:27 AM,1,14,0.15,0
phone,22,6/16/11 9:27 AM,0,109,0.005,0
fiber,31,1/6/11 9:27 AM,2,101,0.037,0
4G,75,4/13/11 9:27 AM,0,91,0.01,0
4G,69,2/4/15 9:27 AM,1,53,0.006,0
phone,73,7/18/12 9:27 AM,0,21,0.02,0
phone,10,5/9/15 9:27 AM,1,66,0.002,0
phone,51,1/9/14 9:27 AM,0,47,0.005,0
4G,18,1/17/14 9:27 AM,0,12,0.03,0
4G,63,8/26/15 9:27 AM,1,73,0.002,0
4G,77,10/10/15 9:27 AM,1,38,0.002,0
4G,43,12/24/11 9:27 AM,2,91,0.025,0
4G,54,4/29/11 9:27 AM,0,70,0.013,0
4G,13,11/7/10 9:27 AM,8,21,0.414,0
phone,63,2/11/13 9:27 AM,0,19,0.019,0
4G,48,1/30/15 9:27 AM,1,84,0.004,0
fiber,52,1/11/12 9:27 AM,0,60,0.017,0
fiber,27,3/4/13 9:27 AM,3,12,0.234,0
fiber,45,3/6/12 9:27 AM,7,70,0.109,0
fiber,61,7/15/15 9:27 AM,2,93,0.003,0
4G,54,11/19/12 9:27 AM,9,25,0.232,0
landline,25,7/30/10 9:27 AM,7,44,0.062,0
4G,57,3/29/15 9:27 AM,1,15,0.018,0
4G,55,4/8/12 9:27 AM,3,106,0.026,0
fiber,28,7/14/14 9:27 AM,2,31,0.035,0
4G,80,2/24/13 9:27 AM,1,69,0.015,0
fiber,15,10/18/13 9:27 AM,0,66,0.008,0
landline,27,5/31/13 9:27 AM,9,53,0.03,0
phone,15,11/24/14 9:27 AM,6,65,0.014,0
4G,21,10/20/11 9:27 AM,6,40,0.138,0
phone,76,8/14/10 9:27 AM,0,88,0.008,0
landline,25,12/18/14 9:27 AM,1,62,0.002,0
landline,76,12/7/13 9:27 AM,7,88,0.012,0
landline,17,11/5/15 9:27 AM,0,98,0,0
4G,47,7/2/10 9:27 AM,2,100,0.031,0
fiber,54,5/1/11 9:27 AM,0,101,0.012,0
4G,9,7/11/12 9:27 AM,3,83,0.031,0
phone,78,10/16/14 9:27 AM,0,49,0.003,0
4G,4,9/27/13 9:27 AM,6,43,0.068,0
landline,26,7/13/10 9:27 AM,0,22,0.016,0
4G,25,4/12/12 9:27 AM,1,37,0.038,0
landline,25,4/9/14 9:27 AM,0,61,0.002,0
phone,3,12/19/13 9:27 AM,1,90,0.006,0
4G,12,5/16/11 9:27 AM,5,39,0.133,0
fiber,55,11/20/14 9:27 AM,2,60,0.013,0
4G,55,12/17/13 9:27 AM,0,46,0.008,0
4G,72,2/6/11 9:27 AM,3,14,0.262,0
4G,48,5/14/12 9:27 AM,2,11,0.185,0
phone,35,11/13/11 9:27 AM,4,29,0.089,0
4G,65,10/16/10 9:27 AM,6,38,0.18,0
phone,14,3/19/13 10:27 AM,0,61,0.006,0
landline,27,1/24/12 9:27 AM,0,73,0.003,0
phone,76,1/13/14 9:27 AM,1,72,0.007,0
phone,22,1/22/13 9:27 AM,0,31,0.012,0
4G,65,5/16/11 9:27 AM,3,51,0.068,0
4G,60,10/27/10 9:27 AM,0,37,0.026,0
4G,44,7/22/15 9:27 AM,0,91,0.001,0
fiber,58,11/16/12 9:27 AM,2,109,0.021,0
4G,52,5/22/12 9:27 AM,1,96,0.014,0
4G,62,11/1/10 10:27 AM,0,68,0.014,0
phone,22,2/12/11 9:27 AM,3,17,0.144,0
fiber,46,6/15/11 9:27 AM,0,102,0.011,0
4G,7,3/18/12 10:27 AM,1,62,0.023,0
phone,64,9/7/10 9:27 AM,3,57,0.047,0
phone,34,12/13/14 9:27 AM,2,79,0.005,0
4G,70,11/13/14 9:27 AM,0,92,0.002,0
landline,20,1/8/15 9:27 AM,3,28,0.008,0
landline,45,12/11/13 9:27 AM,0,40,0.003,0
4G,44,3/9/14 10:27 AM,2,106,0.009,0
4G,30,2/25/14 9:27 AM,4,27,0.063,0
fiber,38,11/1/12 10:27 AM,1,50,0.031,0
landline,24,6/24/14 9:27 AM,0,44,0.002,0
phone,14,6/18/14 9:27 AM,2,86,0.007,0
phone,10,11/1/14 10:27 AM,2,21,0.02,0
4G,48,8/28/14 9:27 AM,0,13,0.019,0
4G,5,9/23/13 9:27 AM,1,103,0.008,0
landline,68,11/30/13 9:27 AM,0,17,0.008,0
4G,39,9/28/12 9:27 AM,0,89,0.007,0
landline,17,10/21/13 9:27 AM,1,14,0.019,0
phone,73,12/29/11 9:27 AM,1,62,0.016,0
landline,69,11/21/11 9:27 AM,0,46,0.006,0
4G,70,11/8/15 9:27 AM,1,109,0,0
4G,53,3/8/12 9:27 AM,0,77,0.009,0
phone,14,1/21/12 9:27 AM,2,50,0.03,0
phone,64,3/16/13 10:27 AM,0,23,0.015,0
4G,77,6/19/14 9:27 AM,0,105,0.003,0
4G,36,7/1/15 9:27 AM,1,98,0.002,0
4G,55,4/16/13 9:27 AM,4,62,0.041,0
fiber,71,8/13/13 9:27 AM,4,10,0.295,0
phone,14,4/1/14 9:27 AM,0,39,0.006,0
fiber,62,12/15/12 9:27 AM,0,26,0.029,0
phone,15,5/1/14 9:27 AM,0,27,0.008,0
phone,68,9/10/15 9:27 AM,1,14,0.005,0
4G,34,8/10/14 9:27 AM,0,105,0.002,0
4G,35,3/22/14 10:27 AM,4,17,0.096,0
landline,37,2/26/13 9:27 AM,1,53,0.007,0
phone,76,5/4/13 9:27 AM,0,92,0.004,0
4G,35,6/17/14 9:27 AM,0,59,0.005,0
fiber,66,11/1/15 9:27 AM,5,80,0.002,0
phone,13,6/13/15 9:27 AM,0,33,0.002,0
fiber,24,6/28/13 9:27 AM,5,99,0.038,0
4G,10,2/8/14 9:27 AM,0,47,0.007,0
phone,62,7/24/15 9:27 AM,1,102,0.001,0
landline,6,7/12/14 9:27 AM,0,99,0.001,0
phone,71,2/3/15 9:27 AM,2,14,0.023,0
4G,53,8/19/15 9:27 AM,1,88,0.001,0
phone,54,9/18/15 9:27 AM,1,33,0.002,0
phone,19,3/21/14 10:27 AM,4,57,0.019,0
phone,54,5/20/13 9:27 AM,0,56,0.006,0
fiber,7,2/4/13 9:27 AM,0,96,0.008,0
phone,33,12/26/11 9:27 AM,1,16,0.063,0
fiber,32,8/5/12 9:27 AM,5,70,0.073,0
phone,80,10/27/15 10:27 AM,4,91,0.001,0
4G,34,4/13/12 9:27 AM,0,58,0.012,0
landline,17,6/10/12 9:27 AM,5,84,0.016,0
4G,35,10/3/14 9:27 AM,0,31,0.007,0
phone,57,2/2/13 9:27 AM,2,46,0.024,0
4G,48,11/9/13 9:27 AM,3,83,0.019,0
fiber,23,9/29/12 9:27 AM,0,57,0.014,0
4G,32,1/25/15 9:27 AM,0,34,0.005,0
phone,26,8/12/14 9:27 AM,0,38,0.004,0
4G,13,8/25/11 9:27 AM,1,37,0.044,0
phone,40,2/26/12 9:27 AM,3,84,0.023,0
4G,62,10/2/15 9:27 AM,9,57,0.007,0
phone,31,5/9/13 9:27 AM,2,33,0.03,0
phone,64,12/9/15 9:27 AM,0,51,0,0
4G,77,7/20/15 9:27 AM,5,48,0.01,0
4G,43,1/9/14 9:27 AM,3,60,0.024,0
phone,14,10/23/15 9:27 AM,1,88,0,0
phone,46,3/28/14 10:27 AM,0,25,0.009,0
phone,65,2/24/11 9:27 AM,7,81,0.06,0
4G,64,7/16/14 9:27 AM,0,49,0.005,0
4G,30,2/10/13 9:27 AM,0,61,0.009,0
fiber,7,3/22/12 10:27 AM,0,18,0.052,0
fiber,32,10/17/10 9:27 AM,0,59,0.022,0
4G,41,12/3/14 9:27 AM,0,88,0.002,0
fiber,73,9/23/13 9:27 AM,2,53,0.032,0
phone,10,3/30/12 9:27 AM,0,12,0.039,0
phone,59,5/6/11 9:27 AM,3,68,0.034,0
4G,67,3/18/13 10:27 AM,0,86,0.006,0
fiber,4,6/29/10 9:27 AM,0,87,0.016,0
fiber,63,4/28/15 9:27 AM,1,34,0.009,0
fiber,63,8/29/14 9:27 AM,0,40,0.008,0
fiber,78,7/12/13 9:27 AM,10,75,0.09,0
phone,47,2/2/11 9:27 AM,0,79,0.008,0
fiber,70,4/12/15 9:27 AM,0,28,0.006,0
landline,31,11/13/10 9:27 AM,4,64,0.025,0
4G,48,8/20/12 9:27 AM,1,70,0.018,0
fiber,79,5/26/14 9:27 AM,1,70,0.011,0
fiber,2,9/30/10 9:27 AM,0,17,0.077,0
phone,19,12/26/10 9:27 AM,1,42,0.03,0
4G,51,9/20/12 9:27 AM,1,19,0.064,0
landline,9,5/10/12 9:27 AM,4,51,0.022,0
fiber,17,12/13/12 9:27 AM,2,37,0.061,0
fiber,49,8/12/10 9:27 AM,8,84,0.144,0
4G,69,9/19/11 9:27 AM,5,43,0.112,0
phone,28,6/30/15 9:27 AM,0,55,0.001,0
4G,6,5/20/11 9:27 AM,0,78,0.011,0
landline,46,7/16/14 9:27 AM,6,53,0.012,0
phone,15,12/11/10 9:27 AM,1,32,0.04,0
phone,9,12/8/13 9:27 AM,1,79,0.006,0
phone,25,7/11/12 9:27 AM,0,62,0.007,0
fiber,58,11/25/15 9:27 AM,1,81,0,0
4G,39,6/8/11 9:27 AM,0,91,0.009,0
4G,62,9/25/11 9:27 AM,0,20,0.04,0
landline,25,11/27/13 9:27 AM,6,82,0.011,0
4G,42,5/28/12 9:27 AM,5,94,0.043,0
4G,50,3/14/13 10:27 AM,5,103,0.03,0
phone,28,11/7/11 9:27 AM,1,49,0.021,0
phone,13,7/21/14 9:27 AM,2,19,0.028,0
landline,74,2/13/11 9:27 AM,1,54,0.011,0
phone,77,12/18/10 9:27 AM,2,56,0.034,0
4G,63,7/17/12 9:27 AM,0,67,0.01,0
4G,57,6/21/12 9:27 AM,6,105,0.044,0
phone,19,3/29/15 9:27 AM,8,30,0.027,0
4G,9,7/15/15 9:27 AM,1,76,0.002,0
phone,55,3/31/13 9:27 AM,0,25,0.014,0
fiber,47,9/3/12 9:27 AM,0,19,0.044,0
phone,55,3/1/15 9:27 AM,3,67,0.006,0
phone,80,6/19/14 9:27 AM,0,23,0.008,0
4G,39,8/12/15 9:27 AM,0,63,0.001,0
fiber,46,6/1/15 9:27 AM,0,79,0.002,0
4G,57,9/30/10 9:27 AM,0,103,0.01,0
phone,37,3/4/11 9:27 AM,0,39,0.015,0
4G,68,11/12/14 9:27 AM,1,50,0.008,0
4G,64,10/11/14 9:27 AM,0,57,0.004,0
phone,60,1/31/12 9:27 AM,10,23,0.234,0
phone,21,4/11/11 9:27 AM,3,59,0.04,0
landline,23,6/1/14 9:27 AM,0,80,0.001,0
fiber,56,12/26/14 9:27 AM,1,29,0.017,0
4G,53,7/4/15 9:27 AM,6,97,0.006,0
4G,59,10/10/15 9:27 AM,0,91,0,0
